trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
117,False,"{'a': 0.7, 'e': 0.008547008547008548}",25,18,-8.387917566543145,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
118,False,"{'a': 0.7, 'e': 0.00847457627118644}",20,13,12.300712880593448,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.7, 'e': 0.008403361344537815}",25,15,-23.919001797285695,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
120,False,"{'a': 0.7, 'e': 0.008333333333333333}",20,0,31.962685203849265,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
121,False,"{'a': 0.7, 'e': 0.008264462809917356}",30,19,-16.173221930275396,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
122,False,"{'a': 0.7, 'e': 0.00819672131147541}",20,4,25.156457410303496,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.7, 'e': 0.008130081300813009}",25,5,27.637930078263793,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.7, 'e': 0.008064516129032258}",20,0,-28.209732356187175,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
125,False,"{'a': 0.7, 'e': 0.008}",20,0,28.492497069564944,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
126,False,"{'a': 0.7, 'e': 0.007936507936507936}",30,6,30.029034888800524,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.7, 'e': 0.007874015748031496}",20,0,27.273368907151248,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
128,False,"{'a': 0.7, 'e': 0.0078125}",20,1,25.76626436038508,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.7, 'e': 0.007751937984496124}",25,0,32.90875467658999,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
130,False,"{'a': 0.7, 'e': 0.007692307692307693}",20,12,14.023860167545028,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.7, 'e': 0.007633587786259542}",30,11,17.272102171810165,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.7, 'e': 0.007575757575757576}",20,4,23.91500006003496,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.7, 'e': 0.007518796992481203}",25,14,17.385492152302984,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.7, 'e': 0.007462686567164179}",35,5,39.20571693001258,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.7, 'e': 0.007407407407407408}",30,17,19.43970981243976,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.7, 'e': 0.007352941176470588}",25,14,23.32863258661363,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.7, 'e': 0.0072992700729927005}",25,2,-10.997051242894003,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
138,False,"{'a': 0.7, 'e': 0.007246376811594203}",20,7,15.544628614880049,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.7, 'e': 0.007194244604316547}",20,2,-12.512711365363655,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
140,False,"{'a': 0.7, 'e': 0.007142857142857143}",25,15,17.485346133049465,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.7, 'e': 0.0070921985815602835}",20,2,30.778376141098377,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.7, 'e': 0.007042253521126761}",20,12,12.817800852931136,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.7, 'e': 0.006993006993006993}",20,0,-13.239821277379956,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
144,False,"{'a': 0.7, 'e': 0.006944444444444444}",25,0,37.38538987660115,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
145,False,"{'a': 0.7, 'e': 0.006896551724137931}",30,21,13.802898725268234,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.7, 'e': 0.00684931506849315}",30,23,14.222586431073944,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.7, 'e': 0.006802721088435374}",20,4,23.939754589345277,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.7, 'e': 0.006756756756756757}",25,8,-40.200019909674566,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
149,False,"{'a': 0.7, 'e': 0.006711409395973154}",20,10,17.78534387442053,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.7, 'e': 0.006666666666666667}",30,4,19.504545607816716,"{0: 25, 1: 0, 2: 0, 3: 1, 4: 0}",1
151,False,"{'a': 0.7, 'e': 0.006622516556291391}",20,0,23.10757060637843,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
152,False,"{'a': 0.7, 'e': 0.006578947368421052}",30,0,23.136161130481852,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
153,False,"{'a': 0.7, 'e': 0.006535947712418301}",30,18,23.45336156309115,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.7, 'e': 0.006493506493506494}",35,5,48.46958989102622,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.7, 'e': 0.0064516129032258064}",20,8,19.86688754372707,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.7, 'e': 0.00641025641025641}",20,0,28.017874173214718,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.7, 'e': 0.006369426751592357}",20,9,21.444388224953478,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.7, 'e': 0.006329113924050633}",20,13,12.916274977603713,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.7, 'e': 0.006289308176100629}",25,13,0.14246326858636138,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
160,False,"{'a': 0.7, 'e': 0.00625}",25,0,-10.91314431010192,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
161,False,"{'a': 0.7, 'e': 0.006211180124223602}",25,7,7.707180033814703,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
162,False,"{'a': 0.7, 'e': 0.006172839506172839}",20,5,23.38611382204562,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.7, 'e': 0.006134969325153374}",25,18,-9.314362761760345,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
164,False,"{'a': 0.7, 'e': 0.006097560975609756}",20,14,10.530142028106326,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.7, 'e': 0.006060606060606061}",20,10,19.212427019240664,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.7, 'e': 0.006024096385542169}",20,4,-64.18129354513049,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 2}",1
167,False,"{'a': 0.7, 'e': 0.005988023952095809}",20,12,13.327217998849015,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.7, 'e': 0.005952380952380952}",20,6,25.517798202581233,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.7, 'e': 0.005917159763313609}",20,4,-1.8385581396525277,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
170,False,"{'a': 0.7, 'e': 0.0058823529411764705}",30,16,4.28524283646399,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
171,False,"{'a': 0.7, 'e': 0.005847953216374269}",25,17,16.25360770719403,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.7, 'e': 0.005813953488372093}",25,0,39.51547793322714,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
173,False,"{'a': 0.7, 'e': 0.005780346820809248}",30,16,22.57994132100891,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.7, 'e': 0.005747126436781609}",25,4,10.927097040187036,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 0}",1
175,False,"{'a': 0.7, 'e': 0.005714285714285714}",30,12,25.780470658851904,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.7, 'e': 0.005681818181818182}",20,7,19.44657075714628,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.7, 'e': 0.005649717514124294}",20,11,16.460448420907692,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.7, 'e': 0.0056179775280898875}",20,10,18.305240568200645,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.7, 'e': 0.00558659217877095}",30,8,28.06521236956536,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.7, 'e': 0.005555555555555556}",25,3,17.101668240114062,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
181,False,"{'a': 0.7, 'e': 0.0055248618784530384}",25,9,24.754810268423356,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.7, 'e': 0.005494505494505495}",30,13,26.55315122865086,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.7, 'e': 0.00546448087431694}",20,1,6.050522364308021,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
184,False,"{'a': 0.7, 'e': 0.005434782608695652}",30,16,25.751389243510765,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
